position,company,location,description,link
Staff Scientist I,Raytheon,United States,"Staff Scientist I

18-May-2018

Business

Space And Airborne Systems

Job Description

U.S. Citizenship status is required as this position needs an active U.S. Security Clearance as of day one of employment.

Raytheon BBN Technologies is seeking a software developer to join our Physical Sciences & Systems business unit located just outside Newport, Rhode Island. We are looking for world class contributors to join our team solving problems that are both technically challenging and cutting-edge. Responsibilities will include, but are not limited to, algorithm development, embedded and real-time programming, modeling and simulation, and performance testing. The ideal candidate is comfortable learning new technologies and thrives working in a multi-disciplinary capacity.

Raytheon BBN offers an exciting, fast paced, collaborative environment with the opportunity to contribute to cutting edge research. Career growth is encouraged through participation in leading research conferences, on-site training, mentoring, and tuition reimbursement. BBN offers benefits including a 401K matching plan, retirement contributions, and performance based bonuses.

Qualifications & Skills required:

Active DoD Top Secret Clearance
BS and two years of experience or MS new grad with degree in Computer Science, or relevant discipline
Strong written and verbal communication skills
Ability to meet assigned tasking schedules while working on multiple projects
Experience developing/modeling/prototyping algorithms and frameworks
Demonstrated proficiency using C/C++ and/or Java in a Linux environment
Working knowledge of MATLAB

Additional Skills desired:

Hands-on experience developing real-time software for embedded systems including responsibilities for design, implementation, debug, and test a plus
Experience implementing and optimizing acoustic signal processing or data capture algorithms in embedded systems a plus
Experience developing working with acoustic models and simulations for design performance prediction a plus

Requisition ID

115686BR

Business Unit Profile

Raytheon Space and Airborne Systems (SAS) builds radars and other sensors for aircraft, spacecraft and ships. The business also provides communications and electronic warfare solutions and performs research in areas ranging from linguistics to quantum computing. SAS is headquartered in McKinney, Texas USA. As a global business, our leaders must have the ability to understand, embrace and operate in a multicultural world -- in the marketplace and the workplace. We strive to hire people who reflect our communities and embrace diversity and inclusion to advance our culture, develop our employees, and grow our business.

Raytheon is headquartered in Waltham, Massachusetts. Follow us on Twitter.

Clearance Type

Top Secret - Current

Relocation Eligible

Yes

Expertise

Computer Science, Research & Development, Sensor Systems

Work Location

RI - Middletown, RI - Newport

Type Of Job

Full Time

Posting Title

Software Engineer II

Job Function

Engineering & Sciences

U.S. FLSA Classification

Exempt




            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=207&ao=4465&s=58&guid=00000163d27bc568843bc89fe5951be5&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7219ce35&cb=1528244741809&jobListingId=2783242937
"State Estimation and Calibration Scientist, PhD University Grad",Facebook,"Redmond, WA","Oculus is a world leader in the design of virtual reality systems. We are currently seeking innovative researchers with a passion for technology to break new ground in sensing and machine perception at our research location in Redmond, WA. Within the Oculus Research Surreal Vision team, the aim of this role focuses on formulating a new generation of end-to-end real-time 3D scene understanding systems working across novel mobile sensor design, state estimation, computer vision and large scale online inference and optimization. The position requires a PhD in state estimation, inertial/optical/acoustic sensor modelling or computer vision with a combination of theoretical expertise and applied experience in mathematical optimization, algorithm design and experiential methods. The ideal applicant will have demonstrated the skill of significant research innovation as well as the capability of building strongly proven real world systems.

Responsibilities:

Plan and execute cutting edge research to advance the state of the art in sensor modelling and calibration across optical/inertial/acoustic sensing domains using online and offline estimation methodsDevelop advanced technologies by applying scientific methods to enable advanced general scene understanding in collaboration with other researchers and engineersWork with the team to help design, setup, and run practical experiments related to large scale long-duration sensing and machine reasoningCollaborate with other researchers and engineers across both machine and human perception teams at Facebook to develop experiments, prototypes and concepts that advance the state of the art in AR/VR systems

Mininum Qualifications:

Currently has or is in the process of obtaining a PhD degree or completing a postdoctoral assignment in the field of State Estimation, Sensor Modelling, Mathematics or a related field2+ years experience with state estimation, system identification and calibration of inertial/optical/acoustic sensors2+ years experience with developing 3D geometry, and physics based models and simulation of sensing/perception systems3+ years experience with real world system building and data collection, including design, coding (C++) and evaluation (C++/Python/Matlab)A documented history of sound experimental practice and increasing responsibilities and decision-making experienceInterpersonal skills: cross-group and cross-culture collaborationMust be available to start employment on or after January 1, 2018Ability to obtain work authorization in the United States beginning in 2018

Preferred Qualifications:

Experience with calibration/parameter estimation in the context of consumer devices or large sensor deployments.Experience with design and productization of inertial/optical/acoustic sensing devices.Proven track record of achieving academic results, including papers at conferences such as RSS, ICRA, CVPR, ECCV/ICCV, NIPS etc.




            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=208&ao=132920&s=58&guid=00000163d27bc568843bc89fe5951be5&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0a433507&cb=1528244744042&jobListingId=2604875825
Scientist I,Raytheon,United States,"Scientist I

30-Mar-2018

Business

Space And Airborne Systems

Job Description

Raytheon BBN Technologies (BBN) is looking for creative, talented individuals to join our world-class Speech, Language, and Multimedia group and to help us advance the state-of-the-art in our areas of operation. Our work ranges from seminal research and development to advanced fielded solutions. BBN's research team collaborates with universities on a range of cutting edge projects. Our research activities drive the development of industry-leading 24x7 solutions and their deployment into demanding user environments.

At BBN, Scientists work with a team of experienced staff to design and implement new techniques in a variety of technologies, including speech recognition, speaker ID, language ID, machine translation, information extraction, question-answering, machine learning, NLP, document image processing, and video analysis. Responsibilities include algorithm implementation, testing, analyzing, and documenting the performance of the new algorithms, and integrating the resulting advances into existing systems and components.

BBN offers an exciting collaborative environment with the opportunity to contribute to revolutionary research. Career growth is encouraged through support for publication of research papers, participation in leading research conferences, on-site training, mentoring, and tuition reimbursement.

BBN currently has several exciting opportunities available for the right candidates. If you believe that you would thrive in a culture that emphasizes innovation and technical excellence, we want to hear from you.

Required Education/Experience:

PhD in Electrical Engineering (EE), Computer Science (CS), Mathematics, Computational Linguistics, or related areas and two (2) years of research experience.
Strong analytical and quantitative problem-solving skills.
Background in probability, statistics, or machine learning.
Experience in at least two of the following programming languages: C/C++, Java, Python.
Solid working knowledge of Linux and/or MS Windows programming environments.

Desired Qualifications

Good communication and presentation skills.
Internship or co-op experience in one or more of the areas listed above.


This position requires a U.S. person or the ability to obtain an Export Authorization from the appropriate government agency for non-U.S. persons.

Requisition ID

100076BR

Business Unit Profile

Raytheon Space and Airborne Systems (SAS) builds radars and other sensors for aircraft, spacecraft and ships. The business also provides communications and electronic warfare solutions and performs research in areas ranging from linguistics to quantum computing. SAS is headquartered in McKinney, Texas USA. As a global business, our leaders must have the ability to understand, embrace and operate in a multicultural world -- in the marketplace and the workplace. We strive to hire people who reflect our communities and embrace diversity and inclusion to advance our culture, develop our employees, and grow our business.

Raytheon is headquartered in Waltham, Massachusetts. Follow us on Twitter.

Clearance Type

None / Not Required

Relocation Eligible

Yes

Expertise

Algorithms, Computer Science, Data Science, Machine Learning, Natural Language Processing, Speech Processing

Work Location

MA - Cambridge

Type Of Job

Full Time

Posting Title

Scientist I - Speech, Language & Multimedia; PhD New Grad

Job Function

Engineering & Sciences

U.S. FLSA Classification

Exempt




            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=209&ao=4465&s=58&guid=00000163d27bc568843bc89fe5951be5&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8f39ab6f&cb=1528244748434&jobListingId=2482262743
"Electrical Engineering (Palm Bay, New Grad)",Harris Corporation,"Melbourne, FL","Description:JOB TITLE: Electrical Engineer (New Grad)

JOB CODE: ES20150411-7017

LOCATION: Melbourne/Palm Bay, Florida

COMPANY DESCRIPTION:

Harris is an international communications and information technology company serving government and commercial markets in more than 125 countries. Headquartered in Melbourne, Florida, the company has approximately $8 billion of annual revenue and about 23,000 employees — including 9,000 engineers and scientists. Harris is dedicated to developing best-in-class assured communications® products, systems, and services. Additional information about Harris Corporation is available at harris.com.

JOB DESCRIPTION:

Harris is searching for talented entry level Electrical Engineers to join the Harris team to help design and develop cutting edge communications and digital communications. Our electrical engineers produce state of the art systems and products in support of many domains and varied technologies. We build systems in healthcare, weather processing, air traffic control, law enforcement, aircraft avionics, satellite communications, wireless, cyber defense, environmental, and utilities.

Digital Engineering

Design, analyze, modify, test and evaluate FPGA and programmable hardware.
Design complex Circuit Card Assemblies to support Avionics and Space customer’s photonic subsystems and integrated communication systems.
Digital Design requires programmable logic, VHDL language and digital communications systems knowledge.
Modem Design (including SATCOM, wireless, cellular and software defined radios) requires knowledge of digital communications systems, waveform generation and signal processing, FPGA design (in VHDL) and familiarity with Digital Signal Processors chips.
DSP design positions require knowledge of digital signal processing techniques, algorithm development, software coding and simulation/modeling using MATLAB.
Microelectronics Design requires training in advanced electronics packaging and MEMS technology. 



Experience with high density interconnect and semiconductor packaging technology is desired.
Determine design approaches and parameters.
Perform system analysis to determine feasibility of design within time and cost constraints.
Utilize modeling tools and equipment to establish operating data, conduct experimental tests, and evaluate results.
Select components and equipment based on analysis of specifications and reliability.
Perform simulations and present design reviews to peer engineers.
Ability to write scripts to control synthesis and build tools.



QUALIFICATIONS:

PhD degree in Electrical Engineering, Computer Engineering, Electrical and Computer Engineering, Materials Engineering, or Materials Science Engineering
GPA of 3.0 or greater required. 

PREFERRED TECHNICAL SKILLS:

Knowledge and/or experience with VHDL, MCM, HFSS, Network, Power, Analog, Antennas, Controls, ENE, RF, Photonics, Modem, EDA, DSP, MATLAB, Communication Systems or FPGA preferred.
Knowledge of and/or understanding circuit analysis and operational concepts. Familiarity with various computing environments (LINUX/Windows) is preferred.


Location: USA - FL - Melbourne, USA - FL - Palm Bay

Activation Date: Thursday, September 21, 2017

Expiration Date: Tuesday, June 26, 2018

Apply Here



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=210&ao=245440&s=58&guid=00000163d27bc568843bc89fe5951be5&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_485be470&cb=1528244751465&jobListingId=2545924109
"Scientist , Cell Culture",Boehringer Ingelheim,"Fremont, CA","Description:

The Scientist I/Scientist II – Cell Culture is a member of functional area team. This individual frequently executes and analyzes routine experiments with minimal oversight. They will occasionally execute complex experiments in a team setting with daily interaction with the cell culture team. Analysis of complex experiments is done by the Scientist I/Scientist II in conjunction with team or their supervisor. The Scientist I/Scientist II, Cell Culture has discretion in tactical execution of experiments and analysis. They represent work at lab group meetings, and functional area meetings. The individual will occasionally present at conferences upon request.

This position will be responsible for supporting other scientists and making improvements in equipment, software, and workflow to assist planning, executing, developing and improving various processes within Cell Culture. The position will apply a scientific background and expertise in Cell Culture to perform, analyze and document experiments. This position focuses on providing data to other scientists and developing understanding of processes to assist in identifying deviations.

Duties & Responsibilities:

Assist in development of scalable processes such as mammalian cell culture and harvest processes for upstream and cell culture development.

Execute runs up to 500L single use bioreactor in pilot plant and GMP facility.

Perform comprehensive data analysis of process statistics, identify process deviations, and prepare technical reports.

Participate in training and development opportunities in order to gain an understanding of standards of practice, process science and departmental policies.

Support development of technical solutions to problems and exchange technical information with team members for troubleshooting and providing ongoing support.

Assists in new technology innovation projects, development of new processes and development of project scope and deliverables for execution and implementation.

Assist in efficient, lean & reliable execution and compliant documentation of cGMP manufacturing, with high quality and at low cost.

Interface effectively with partner organizations both inside and outside of Process Sciences and external partners and customers.

Efficiently navigate site-wide and global quality systems.

May drive SOP/BPR generation, review & approval process and RM qualification. Assist in ensuring compliance with cGMP guidelines, quality policies, directives and procedures.

Requirements:

To qualify for a Scientist I level, candidates must have a Bachelors’ degree in Chemical / Biochemical engineering, Biochemistry or related scientific field and 2-4 years of relevant industry experience is required. Masters’ degree with relevant industry experience is preferred.

To qualify for the Scientist II level, candidates must have a Bachelors’ degree in Chemical / Biochemical engineering, Biochemistry or related scientific field and at least 5-8 years of relevant industry experience is required. Masters’ degree with 3-5 years’ relevant industry experience or a recent PhD grad is preferred.

All applicants must possess a thorough knowledge of biotechnology process development methodologies including cell culture, aseptic techniques, as well as bioreactor operation and development.

Statistical analysis skills such as JMP.

Operational Excellence knowledge.

Six Sigma experience is a plus.

cGMP clinical manufacturing experience is a plus.

Desired Experience, Skills and Abilities:

Experience/Expertise in a scientific discipline (chemical/biochemical engineering, biopharmaceuticals, biotechnology, molecular biology, biochemistry, cell biology).



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=211&ao=321738&s=58&guid=00000163d27bc568843bc89fe5951be5&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_14e13c52&cb=1528244754342&jobListingId=2756696294
"Research Scientist, AI (PhD University Grad)",Facebook,"Menlo Park, CA","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities we're just getting started.Facebook is seeking a Research Scientist to join Facebook AI Research (FAIR), a research organization focused on making significant progress in AI. Individuals in this role are expected to be recognized experts in identified research areas such as artificial intelligence, machine learning, computational statistics, and applied mathematics, particularly including areas such as deep learning, graphical models, reinforcement learning, computer perception, natural language processing and data representation. The ideal candidate will have a keen interest in producing new science to understand intelligence and technology to make computers more intelligent.

To learn more about our research, visit https://research.facebook.com (https://research.facebook.com/).

Responsibilities:

Lead research to advance the science and technology of intelligent machines.Lead research that enables learning the semantics of data (images, video, text, audio, and other modalities).Devise better data-driven models of human behavior.Work towards long-term ambitious research goals, while identifying intermediate milestones.Influence progress of relevant research communities by producing publications.Contribute research that can be applied to Facebook product development.Lead and collaborate on research projects within a globally based team.

Mininum Qualifications:

Graduating with a Ph.D. in Computer Science or related field or relevant experience.First-author publications at peer-reviewed AI conferences (e.g. NIPS, CVPR, ICML, ICLR, ICCV, and ACL).Experience leading a team in solving analytical problems using quantitative approaches.Experience manipulating and analyzing data from different sources.Experience in leading theoretical and empirical research and for answering questions with research.Experience communicating research for public audiences of peers.Knowledge in a programming language.Must be able to obtain and maintain work authorization in the country of employment in 2018.

Preferred Qualifications:

Previous internship(s) and/or research assistantship(s) in an AI research organization.Experience in developing and debugging in C/C++, Python, C# and/or Java.Has previously completed a postdoctoral role in AI research.




            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=212&ao=132920&s=58&guid=00000163d27bc568843bc89fe5951be5&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a664dd19&cb=1528244756717&jobListingId=2657721639
"Research Scientist, Eye Tracking (PhD University Grad)",Facebook,"Redmond, WA","As a Research Scientist for the Eye Tracking team, you will advance the state of human tracking technologies by designing and implementing eye tracking software in a broad range of eye tracking research applications. Working closely with expert Scientists, Mechanical Engineers, Electrical Engineers and Software Engineers you will help create cutting-edge research prototypes that explore the future of virtual reality (VR) and augmented reality (AR). You will be responsible for designing, developing and testing new software algorithms for eye tracking and gaze estimation applications using a variety of sensor modalities. In addition, you will take part in simulating, analyzing, testing, and reporting on potential software and hardware solutions. Join the adventure of a lifetime as we make science fiction real and change the world.

Responsibilities:

Create computer vision algorithms for eye tracking and gaze estimationUtilize multiple sensor modalities for eye tracking and gaze estimation including computer vision, image processing, and signal processingSimulate potential eye tracking and gaze estimation technology, analyze and report on resultsDrive novel eye-tracking algorithm development through analysis of experimental results

Mininum Qualifications:

Currently has or is in the process of obtaining a PhD degree or completing a postdoctoral assignment in the field of Computer Vision, Computer Science, Mechanical Engineering, Electrical Engineering, Robotics, Physics, or a related technical field5+ years experience developing computer vision5+ years of C++ coding skillsExperience with simulation and determination of success criteriaInterpersonal skills: cross-group and cross-culture collaborationMust be available to start employment on or after January 1, 2018Able to obtain work authorization in the U.S. beginning 2018

Preferred Qualifications:

Experience developing signal processing algorithms that utilize a broad range of sensor modalitiesExperience in 3D reconstruction using structured light, stereo, photogrammetry, or similar methodsExperience in 3D data processing and 3D data filteringExperience in machine learningProven track record of achieving significant results as demonstrated by grants, fellowships, patents, as well as first-authored publications at leading workshops or conferences such as CVPR, ICCV, SIGGRAPH, and ETRA




            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=213&ao=132920&s=58&guid=00000163d27bc568843bc89fe5951be5&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ee16e772&cb=1528244761516&jobListingId=2644858561
ML Systems Research Scientist (PhD University Grad),Facebook,"Pittsburgh, PA","Oculus is a world leader in the design of virtual reality systems. We are currently seeking innovative researchers with an interest in technology to develop next generation near to 3D face and body reconstruction and tracking at our research location in Pittsburgh, PA. The focus of this role is on computer vision and machine learning with the primary responsibility being the design, modeling, and analysis of human motion.

Responsibilities:

Design resource-efficient data-intensive system for high performance and capacity.Leverage the larger infrastructure to scale internal Oculus reconstruction, tracking, and compression pipelines.Participate in formulation of new ML and data analysis approaches amenable to system design.Collaborate with CV and ML researchers on scaling research approaches.

Mininum Qualifications:

Currently has or is in the process of obtaining a PhD degree or completing a postdoctoral assignment in Computer Science or a related field.5+ years of experience in parallel computing, including GPU computing (CUDA) and distributed computing.5+ years experience in C++.Decision-making experience.Interpersonal experience: cross-group and cross-culture collaboration.Able to obtain work authorization in the US for a two-year period beginning in 2018.Must be available to start employment on or after January 1, 2019.

Preferred Qualifications:

Experience as a software engineer via an internship, work experience, coding competitions, or widely used contributions in open source repositories (e.g., GitHub).Publications in top-tier High Performance Computing and Systems conferences and journals.Machine learning experience.




            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=214&ao=132920&s=58&guid=00000163d27bc568843bc89fe5951be5&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_35e8a850&cb=1528244766153&jobListingId=2694514655
"Scientist I/II, Cell Culture",Boehringer Ingelheim,"Fremont, CA","Description:
Description\:


The Scientist I/Scientist II Cell

 Culture is a member of functional area team. This individual frequently

 executes and analyzes routine experiments with minimal oversight. They will occasionally

 execute complex experiments in a team setting with daily interaction with the

 cell culture team. Analysis of complex experiments is done by the Scientist

 I/Scientist II in conjunction with team or their supervisor. The Scientist

 I/Scientist II, Cell Culture has discretion in tactical execution of

 experiments and analysis. They represent work at lab group meetings, and

 functional area meetings. The individual will occasionally present at

 conferences upon request.

This position will be responsible

 for supporting other scientists and making improvements in equipment, software,

 and workflow to assist planning, executing, developing and improving various

 processes within Cell Culture. The position will apply a scientific background

 and expertise in Cell Culture to perform, analyze and document experiments.

 This position focuses on providing data to other scientists and developing

 understanding of processes to assist in identifying deviations.

Duties & Responsibilities\:


Assist in development of scalable processes such as

 mammalian cell culture and harvest processes for upstream and cell culture

 development.
Execute runs up to 500L single use bioreactor in pilot plant

 and GMP facility.
Perform comprehensive data analysis of process

 statistics, identify process deviations, and prepare technical reports.
Participate in training and development opportunities

 in order to gain an understanding of standards of practice, process

 science and departmental policies.
Support development of technical solutions to problems

 and exchange technical information with team members for troubleshooting

 and providing ongoing support.
Assists in new technology innovation projects,

 development of new processes and development of project scope and

 deliverables for execution and implementation.
Assist in efficient, lean & reliable execution and

 compliant documentation of cGMP manufacturing, with high quality and at

 low cost.
Interface effectively with partner organizations both

 inside and outside of Process Sciences and external partners and

 customers.
Efficiently navigate site-wide and global quality

 systems.
May drive SOP/BPR generation, review & approval

 process and RM qualification. Assist in ensuring compliance with cGMP

 guidelines, quality policies, directives and procedures.

Requirements\:


To qualify for a Scientist I level, candidates must

 have a Bachelors degree in Chemical / Biochemical engineering, Biochemistry

 or related scientific field and 2-4 years of relevant industry experience is

 required. Masters

 degree with relevant industry experience is preferred.


To qualify for the Scientist II level, candidates must

 have a Bachelors degree in Chemical / Biochemical engineering, Biochemistry

 or related scientific field and at least 5-8 years of relevant industry experience

 is required. Masters degree with 3-5 years relevant industry experience

 or a recent PhD grad is preferred.
All applicants must possess a thorough knowledge of

 biotechnology process development methodologies including cell culture,

 aseptic techniques, as well as bioreactor operation and development.


Statistical analysis skills such as JMP.
Operational Excellence knowledge.
Six Sigma experience is a plus.
cGMP clinical manufacturing experience is a plus.



Desired Experience, Skills and

 Abilities\:


Experience/Expertise in a scientific discipline

 (chemical/biochemical engineering, biopharmaceuticals, biotechnology,

 molecular biology, biochemistry, cell biology).


Eligibility Requirements\:

Must be legally authorized to work in the United States without restriction.
Must be willing to take a drug test and post-offer physical (if required)
Must be 18 years of age or older

Our Culture\:

Boehringer Ingelheim is one of the worlds top 20 pharmaceutical companies and operates globally with approximately 50,000 employees. Since our founding in 1885, the company has remained family-owned and today we are committed to creating value through innovation in three business areas including human pharmaceuticals, animal health and biopharmaceutical contract manufacturing. Since we are privately held, we have the ability to take an innovative, long-term view. Our focus is on scientific discoveries and the introduction of truly novel medicines that improve lives and provide valuable services and support to patients and their families. Employees are challenged to take initiative and achieve outstanding results. Ultimately, our culture and drive allows us to maintain one of the highest levels of excellence in our industry. We are also deeply committed to our communities and our employees create and engage in programs that strengthen the neighborhoods where we live and work. Boehringer Ingelheim, including Boehringer Ingelheim Pharmaceuticals, Inc., Boehringer Ingelheim USA, Boehringer Ingelheim Animal Health USA, Inc., Merial Barceloneta, LLC and Boehringer Ingelheim Fremont, Inc. is an equal opportunity and affirmative action employer committed to a culturally diverse workforce. All qualified applicants will receive consideration for employment without regard to race; color; creed; religion; national origin; age; ancestry; nationality; marital, domestic partnership or civil union status; sex, gender identity or expression; affectional or sexual orientation; disability; veteran or military status, including protected veteran status; domestic violence victim status; atypical cellular or blood trait; genetic information (including the refusal to submit to genetic testing) or any other characteristic protected by law.

Boehringer Ingelheim is firmly committed to ensuring a safe, healthy, productive and efficient work environment for our employees, partners and customers. As part of that commitment, Boehringer Ingelheim conducts pre-employment verifications and drug screenings.





            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=215&ao=353321&s=58&guid=00000163d27bc568843bc89fe5951be5&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f75bb911&cb=1528244771003&jobListingId=2797903293
Customer Care Scientist,Merieux NutriSciences,"Chicago, IL","Looking for college grads with science experience and interest in joining a corporate customer service environment!

Overview

Be the primary interface for customers. Is responsible for a select group of accounts with responsibility for properly setting up and welcoming them, ensuring proper and timely communications are in place, and timely resolution of issues. Acts as the liaison between Customers and our labs, Technical Sales Managers and other functions as needed and assist in identifying new opportunities with existing customers and ensure new leads are properly routed to the Sales function.

Job Duties

Provide exceptional Customer Service while following Merieux NurtriSciences’ policies and best practices. Build and maintain productive collaborative relationships within the department and across the organization to effectively support the customer. Plan, organize, and ensure proper execution of the welcoming and on boarding process in a consistent, professional, and timely manner for all assigned accounts. Accountable for accurate account setup and responsible for setting up programs and testing information in the laboratory information management system (LIMS) / CRM / ECN /myMXNS and any other system set ups critical to customer management. Answer customer phone and e-mail inquiries, identify customer requirements, provide results and additional information that meets or exceeds the customer’s expectation, and follow up with solutions. Assists in communication/resolution of billing issues Contact customers with information regarding test results that will be late or are out-of-specification and document all customer interactions in the customer relationship management (CRM) system. Effectively communicate customer requirements and coordinate projects with internal departments not limited to Customer Care, Sales, and Laboratory operations. Review first sample Certificate of Analysis (COA) and invoice with the customer to verify that appropriate tests and reporting format are as requested. Assist in customer complaint handling and investigation of customer complaints in accordance with company Quality policy and SOPs. This position has the responsibilities and authority to identify departures from the quality systems or procedures and document in accordance with SOPs in the global complaint system. Provide support to the Sales teams and other CCR team members. This may include customer visits or back up support for other team members. Maintains Customer information in Merieux NutriSciences databases ( LIMs and CRM) Identify cross selling and/or other customer intelligence that may be useful in creating new opportunities for existing customers. Field incoming leads and ensure they are transferred to the correct TSM Participate in annual training certification to maintain working knowledge of tools required to perform the job; not limited to the Laboratory Information Management System (LIMS), CRM, and Standard Operating Procedures (SOPs). Support corporate quality and proactively participate in continuous improvement initiative in the department. Perform other related duties as needed.

Three (3) plus years experience in a Customer Service food or beverage industry with a BS/BA degree or equivalent work experience will be considered. A general knowledge of food testing methods or scientific process obtained from a degree in Food Science, Microbiology, Chemistry or direct relevant laboratory experience is preferred to provide support to the clients of the company. The incumbent must be able to communicate information related to testing methods and results to clients. A general knowledge of LIMS and CRM software systems are required to complete data entry and result searches for the client. Some exposure to food processing or quality assurance is beneficial in this role. General knowledge of personal computer operation is necessary including spreadsheet, word processing and relational database experience. Interpersonal skills are required for this position in order to build and maintain relationships within the organization and with external clients. This position requires exceptional, verbal and written communication skills to interact with clients and colleagues. Multi tasking, prioritization, superior follow up skills and attention to detail are also required for success in this role.



            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=216&ao=136200&s=58&guid=00000163d27bc568843bc89fe5951be5&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e79cdf9d&cb=1528244773718&jobListingId=2555205129
"Postdoctoral Research Scientist, Computer Vision (PhD University Grad)",Facebook,"Menlo Park, CA","Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities we're just getting started.Facebook is seeking a Visiting Researcher to join our team. Our group is committed to developing next generation products and platforms and doing research and engineering at scale. We are applying cutting-edge computer vision algorithms to a wide range of media understanding challenges at Facebook.

We are seeking individuals who are recognized experts in identified research areas such as machine learning and computer vision. Term length would be considered on a case-by-case basis.

Responsibilities:

Develop novel and accurate computer vision algorithms & systems, leveraging deep learning and machine learning on big data resourcesAnalyze and improve efficiency, scalability, and stability of various deployed systems.Collaborate with team members from the level of prototyping to the level of production.Contribute research that can be applied to Facebook product development

Mininum Qualifications:

Currently has or is in the process of obtaining a PhD degree or completing a postdoctoral assignment in the field of Machine Learning or similar Must be available to start employment on or before December 4, 2017 Research and/or work experience in the fields of machine learning, deep learning and/or computer vision.Knowledge in C/C++, Java or other related languageExperience with training deep neural networks, prototyping in scripting languages like MATLAB, python, math performance libs (e.g. IPP, MKL), CPU optimization methods (e.g. assembly SIMD instructions)Able to obtain work authorization in the US beginning in 2017

Preferred Qualifications:

Research and software engineer experience demonstrated via an internship, work experience, coding competitions




            Read moreSee All",https://www.glassdoor.com/partner/jobListing.htm?pos=217&ao=132920&s=58&guid=00000163d27bc568843bc89fe5951be5&src=GD_JOB_VIEW&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5527cabb&cb=1528244776885&jobListingId=2433459278
